domain	phylum	class	order	family	genus	species
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	CCM11a		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	BD7-11		NA	NA	NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	BD7-11		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Pla4 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	BD7-11		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	KCLunmb-38-53		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Pla3 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Pla4 lineage		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	OM190		NA	NA	NA
Bacteria	Planctomycetes	Phycisphaerae	MSBL9	ST-NAGAB-D1		NA
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	
Bacteria	Planctomycetes	Phycisphaerae	mle1-8		NA	NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group		NA
Bacteria	Planctomycetes	vadinHA49		NA	NA	NA
Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
